datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2008-09-26,AAM,AAM_20080926,HumanObservation,0.0,4.0,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2005-09-26,AAM,AAM_20050926,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2002-09-18,ABE,ABE_20020918,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2011-10-20,ABE,ABE_20111020,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-09-18,ABE,ABE_20020918,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,100.0,ind
2008-04-29,ABE,ABE_20080429,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-07-08,ABE,ABE_20080708,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2011-10-20,ABE,ABE_20111020,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2017-09-29,ABE,ABE_20170929,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Upogebia pusilla,107741,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2002-09-18,ABE,ABE_20020918,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,10.0,ind
2005-09-27,ABE,ABE_20050927,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-04-29,ABE,ABE_20080429,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2008-07-08,ABE,ABE_20080708,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2008-10-08,ABE,ABE_20081008,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Hemigrapsus takanoi,389288,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2002-09-18,ABE,ABE_20020918,HumanObservation,0.0,4.0,Pachygrapsus sp.,106965,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-04-29,ABE,ABE_20080429,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-07-08,ABE,ABE_20080708,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Liocarcinus navigator,107392,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2008-10-08,ABE,ABE_20081008,HumanObservation,0.0,4.0,Engraulis encrasicolus,126426,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2005-09-27,ABE,ABE_20050927,HumanObservation,0.0,4.0,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,ind
2008-10-08,ABE,ABE_20081008,HumanObservation,0.0,4.0,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,ind
2008-10-08,ABE,ABE_20081008,HumanObservation,0.0,4.0,Diplodus annularis,127049,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2014-10-02,ABE,ABE_20141002,HumanObservation,0.0,4.0,Diplodus vulgaris,127054,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Lithognathus mormyrus,127055,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2005-09-27,ABE,ABE_20050927,HumanObservation,0.0,4.0,Mullus surmuletus,126986,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Salaria pavo,126781,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2008-07-08,ABE,ABE_20080708,HumanObservation,0.0,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2017-09-29,ABE,ABE_20170929,HumanObservation,0.0,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-09-18,ABE,ABE_20020918,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,308.0,ind
2005-09-27,ABE,ABE_20050927,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,74.0,ind
2008-04-29,ABE,ABE_20080429,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2014-10-02,ABE,ABE_20141002,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2005-09-27,ABE,ABE_20050927,HumanObservation,0.0,4.0,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2002-09-18,ABE,ABE_20020918,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2005-09-27,ABE,ABE_20050927,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2008-04-29,ABE,ABE_20080429,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-07-08,ABE,ABE_20080708,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2014-10-02,ABE,ABE_20141002,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2017-09-29,ABE,ABE_20170929,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2020-09-23,ABE,ABE_20200923,HumanObservation,0.0,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
2008-04-29,ABE,ABE_20080429,HumanObservation,0.0,4.0,Microchirus azevia,274299,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2002-09-18,ABI,ABI_20020918,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2008-04-29,ABI,ABI_20080429,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Palaemon sp.,107032,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,207.0,ind
2002-09-18,ABI,ABI_20020918,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,42.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,27.0,ind
2008-04-29,ABI,ABI_20080429,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-07-08,ABI,ABI_20080708,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,15.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,133.0,ind
2017-09-29,ABI,ABI_20170929,HumanObservation,0.0,4.0,Crangon crangon,107552,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
2014-10-02,ABI,ABI_20141002,HumanObservation,0.0,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Macropodia linaresi,107341,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2002-09-18,ABI,ABI_20020918,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,24.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,ind
2008-04-29,ABI,ABI_20080429,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,ind
2008-07-08,ABI,ABI_20080708,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,43.0,ind
2014-10-02,ABI,ABI_20141002,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2017-09-29,ABI,ABI_20170929,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Pilumnus hirtellus,107418,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Hemigrapsus takanoi,389288,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,39.0,Ind
2002-09-18,ABI,ABI_20020918,HumanObservation,0.0,4.0,Pachygrapsus sp.,106965,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2008-04-29,ABI,ABI_20080429,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,ind
2008-07-08,ABI,ABI_20080708,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2014-10-02,ABI,ABI_20141002,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,ind
2017-09-29,ABI,ABI_20170929,HumanObservation,0.0,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Engraulis encrasicolus,126426,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2011-10-20,ABI,ABI_20111020,HumanObservation,0.0,4.0,Atherina presbyter,272030,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Syngnathus acus,127387,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Hippocampus hippocampus,127380,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,16.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,94.0,ind
2011-10-20,ABI,ABI_20111020,HumanObservation,0.0,4.0,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,ind
2017-09-29,ABI,ABI_20170929,HumanObservation,0.0,4.0,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Diplodus annularis,127049,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,20.0,ind
2011-10-20,ABI,ABI_20111020,HumanObservation,0.0,4.0,Diplodus vulgaris,127054,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2014-10-02,ABI,ABI_20141002,HumanObservation,0.0,4.0,Diplodus vulgaris,127054,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Spondyliosoma cantharus,127066,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Lithognathus mormyrus,127055,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Dicentrarchus labrax,126975,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Mugilidae,125546,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Callionymus lyra,126792,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2011-10-20,ABI,ABI_20111020,HumanObservation,0.0,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2020-09-23,ABI,ABI_20200923,HumanObservation,0.0,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-09-18,ABI,ABI_20020918,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,29.0,ind
2005-09-27,ABI,ABI_20050927,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,69.0,ind
2008-04-29,ABI,ABI_20080429,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2008-07-08,ABI,ABI_20080708,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2008-10-08,ABI,ABI_20081008,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,ind
2011-10-20,ABI,ABI_20111020,HumanObservation,0.0,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
